,start_longitude,start_latitude,end_longitude,end_latitude,start_longitude_utm,start_latitude_utm,end_longitude_utm,end_latitude_utm,hour,daytype
12177,4.887169999999999,52.36719,4.84825,52.37624,120943.44135056937,486707.0640139614,118300.18207829894,487732.9923373083,23,weekday
12179,4.90065,52.37304,4.9098,52.35517,121865.90321906892,487351.7039294303,122475.91033967218,485359.29029431636,23,weekday
12184,4.9636,52.375240000000005,4.902909999999999,52.368190000000006,126154.15960651443,487569.5657305096,122016.20043617042,486811.0470935616,23,weekday
12187,4.90672,52.358059999999995,4.84016,52.360479999999995,122268.21312840134,485682.226312444,117736.06872293775,485983.6221826649,23,weekday
12185,4.86356,52.35153,4.8605,52.30336,119322.83138693833,484976.04921807523,119075.40825364715,479618.07817316754,23,weekday
12189,4.88123,52.36991,4.88473,52.33566,120540.99462324049,487012.5069051876,120752.93877947616,483200.1059393741,23,weekday
12188,4.89899,52.371520000000004,4.95442,52.30663,121751.71998015638,487183.34426366445,125483.46674560873,479939.5197401517,23,weekday
12190,4.95644,52.31713,4.91775,52.33919,125628.17346258533,481106.9520103916,123005.99900319258,483577.7752093805,23,weekday
12194,4.91118,52.35776,4.84273,52.36926,122571.81716664316,485646.8426815944,117918.47057032285,486959.18864698807,23,weekday
14410,4.91167,52.351409999999994,4.86779,52.36356,122600.5617652772,484940.1048425429,119620.62057439386,486312.46378715517,23,weekday
14412,4.87524,52.363490000000006,4.86385,52.37162,120128.00883979085,486301.06471601594,119358.73072124983,487211.1720068588,23,weekday
14415,4.87173,52.37328,4.83772,52.38371,119896.67872663081,487392.02222800354,117589.45893759167,488569.51021858177,23,weekday
14427,4.89179,52.37511,4.86373,52.3606,121264.12277344815,487586.1061665739,119341.70237954691,485985.116147773,23,weekday
14416,4.92541,52.358270000000005,5.0019800000000005,52.351420000000005,123541.55914375307,485697.3153982368,128753.58785662623,484904.6843140106,23,weekday
14405,4.87496,52.38597,4.89385,52.3543,120126.61658534949,488802.39112637885,121388.63834423607,485269.7684881156,23,weekday
14420,4.90843,52.37761,4.90252,52.352579999999996,122399.07094360112,487856.6483646742,121978.02435561467,485074.4114856776,23,weekday
14404,4.90672,52.377790000000005,4.90762,52.3569,122282.7667882239,487877.4463729159,122328.66874979335,485552.75537671166,23,weekday
14418,4.89428,52.3785,4.94332,52.36339,121436.24622729087,487962.13208932005,124765.1056225554,486259.360140595,23,weekday
14408,4.934819999999999,52.36372,4.8920699999999995,52.36546,124186.36793157252,486299.6567225107,121275.85405818201,486512.28789983684,23,weekday
14434,4.88941,52.37184,4.91948,52.413129999999995,121099.55627168875,487223.38655631576,123176.99523972967,491803.82390797517,23,weekday
14419,4.89419,52.37829,4.84121,52.37611,121429.95913838528,487938.8085041766,117820.69422425555,487722.1167108039,23,weekday
14447,4.94719,52.313140000000004,4.959169999999999,52.31872,124994.76957896425,480666.8034903284,125815.36252248929,481282.75662709813,23,weekday
14437,4.8733699999999995,52.36993,4.83141,52.36075,120005.71714700334,487018.4984264749,117140.26879613812,486018.1978775485,23,weekday
14430,4.888380000000001,52.36983,4.87495,52.38604,121027.87339616442,487000.23025613464,120125.99085458991,488810.18436489976,23,weekday
14441,4.89436,52.354690000000005,4.92985,52.37086,121423.67843254472,485312.9245498546,123852.85836736321,487096.2005285336,23,weekday
14453,4.85104,52.37066,4.911630000000001,52.37125,118485.56990292147,487110.7368743625,122612.32101523821,487147.5794787582,23,weekday
14454,4.88926,52.37226,4.86445,52.3621,121089.66226831116,487270.1872009062,119391.95090556907,486151.6560423225,23,weekday
14449,4.8675,52.36067,4.87979,52.366890000000005,119598.5619951003,485991.05638259515,120440.57302549161,486677.1787028795,23,weekday
14457,4.8932400000000005,52.357929999999996,4.85847,52.36242,121349.8331190311,485673.9351096751,118984.88063855268,486190.21489766927,23,weekday
14455,4.93803,52.3686,5.002280000000001,52.34935,124408.37640185028,486841.261431378,128772.80458218826,484674.26075502596,23,weekday
