,start_longitude,start_latitude,end_longitude,end_latitude,start_longitude_utm,start_latitude_utm,end_longitude_utm,end_latitude_utm,hour,daytype
49363,4.91602,52.35151,4.86435,52.34509,122897.0084673586,484949.2956075436,119371.48662755272,484259.1314280922,23,weekday
49370,4.873130000000001,52.36229,4.86721,52.34431,119983.34271225998,486168.5668107561,119565.7488095797,484170.9449358534,23,weekday
49369,4.880809999999999,52.38454,4.9221,52.34599,120523.76572901043,488640.4854613165,123307.30960131633,484332.4498682445,23,weekday
49364,4.87944,52.38369,4.91436,52.36864,120429.83206325732,488546.5643964434,122796.34365134366,486855.9661476567,23,weekday
49367,4.8807,52.3879,4.89109,52.40403,120518.88989036178,489014.3824116821,121238.48598290012,490804.1706865573,23,weekday
49362,4.92615,52.3669,4.83831,52.37741,123598.07719755867,486657.1947720327,117624.31788338452,487868.25004097546,23,weekday
49375,4.89281,52.35774,4.90144,52.3509,121320.39648580176,485652.994915328,121903.19103005267,484887.98280598264,23,weekday
51320,4.8928,52.35772,4.87993,52.366440000000004,121319.70008423479,485650.7743076445,120449.75771238573,486627.04367971397,23,weekday
51319,4.82183,52.37852,4.84892,52.36977,116503.12989415786,488000.3789000113,118340.45775532266,487012.7833685763,23,weekday
51324,4.82177,52.378479999999996,4.8519,52.36708,116499.0097691154,487995.9602707485,118541.1956172314,486711.98358140304,23,weekday
51322,4.82033,52.376999999999995,4.85098,52.3707,116399.67197243412,487832.0576578918,118481.5167018319,487115.21761475055,23,weekday
51318,4.90645,52.372479999999996,5.00128,52.35347,122260.4628106678,487286.76063194696,128707.10953389837,485133.0277906821,23,weekday
51321,4.90278,52.36983,4.929530000000001,52.39751,122008.56629105558,486993.5776676594,123849.79235877561,490061.51252109424,23,weekday
51316,4.92577,52.36482,5.003480000000001,52.352309999999996,123570.7226215347,486425.93214942643,128856.3106025344,485003.16661541554,23,weekday
51313,4.89494,52.3802,4.931430000000001,52.39891,121482.47070766412,488150.9741043162,123980.08862452689,490216.4669173328,23,weekday
51323,4.82019,52.37771,4.85199,52.367129999999996,116390.75716635556,487911.1286818772,118547.36639399678,486717.50144029554,23,weekday
51325,4.90634,52.361540000000005,4.84314,52.37291,122244.8957220837,486069.59277275926,117949.44218515325,487365.08758484357,23,weekday
51317,4.89286,52.35875,4.90186,52.36011,121324.56906114522,485765.3470472763,121938.66861450853,485912.52096222615,23,weekday
51330,4.8826,52.36072,4.934,52.360620000000004,120627.1771945122,485989.3510775845,124128.35836186828,485955.09000015655,23,weekday
51335,4.8178,52.3834,4.89347,52.4021,116232.99382157116,488545.4891893471,121398.9843921227,490588.32532390585,23,weekday
51328,4.89633,52.34832,4.85884,52.34876,121553.0886037095,484603.270942659,118999.00348547337,484670.1864347427,23,weekday
51333,4.90383,52.372609999999995,4.91001,52.35535,122082.13821217303,487302.4116465377,122490.34870633089,485379.2233864435,23,weekday
51336,4.96,52.30638,4.82845,52.35807,125863.8642707297,479909.4473723784,116936.34268939885,485721.56538841355,23,weekday
51327,4.87745,52.36155,4.9265300000000005,52.36657,120277.02111058569,486084.1539892169,123623.72497376078,486620.31335323834,23,weekday
51326,4.88784,52.37042,4.92995,52.3658,120991.54975278984,487066.12867021514,123856.11663330198,486533.1656406027,23,weekday
51331,4.8733699999999995,52.37164,4.83178,52.36039,120007.0661210368,487208.7579383762,117165.16523534601,485977.950227549,23,weekday
51332,4.84569,52.3748,4.8800300000000005,52.35172,118124.66522677426,487574.0734891795,120445.10786736521,484989.20964466105,23,weekday
53403,4.87895,52.38984,4.90297,52.37533,120401.27113555718,489231.06741505733,122025.594828759,487605.43841879576,23,weekday
53405,4.8614,52.34751,4.8967,52.36105,119172.42238941314,484529.84015337017,121587.8843629205,486019.4742704755,23,weekday
53408,4.94375,52.33868,4.9532,52.31673,124777.57462680919,483509.87382755673,125406.9881680116,481063.7646110958,23,weekday
53396,4.852609999999999,52.35111,4.83545,52.37931,118576.44567189168,484934.76532158814,117431.18505979102,488081.1281695199,23,weekday
53410,4.92664,52.366640000000004,5.00293,52.35282,123631.26643627294,486628.0541598565,128819.1393601055,485060.1094152462,23,weekday
53400,4.8882699999999994,52.34433,4.92859,52.37916,121000.85109819176,484163.08353562345,123772.89349146104,488020.22871287225,23,weekday
53419,4.89127,52.40703,4.89504,52.380179999999996,121253.01988952809,491137.87822484155,121489.26436923261,488148.70259296487,23,weekday
53406,4.84063,52.36934,4.83421,52.3593,117775.51868238204,486969.1662345274,117329.76631269063,485855.4085269582,23,weekday
53412,4.9265,52.36659,4.83816,52.37697,123621.69585450842,486622.5516043043,117613.73320546228,487819.37181010126,23,weekday
53421,4.87029,52.36395,4.9258,52.35911,119791.21301653258,486354.63878196,123568.72151720806,485790.60710426315,23,weekday
53422,4.9195,52.37327,4.97935,52.36068,123149.73088185748,487368.84332985146,127217.55049239655,485943.41660647496,23,weekday
53425,4.87178,52.3679,4.904669999999999,52.3503,119895.8263679306,486793.4038451974,122122.81547783341,484819.7552593133,23,weekday
53430,4.90268,52.36974,4.92948,52.39745,122001.68897359015,486983.6095180499,123846.34712353106,490054.85818343464,23,weekday
53426,4.89825,52.35094,4.922219999999999,52.35495,121685.87754091414,484893.89469040965,123321.88165208307,485329.3118566201,23,weekday
53429,4.8669,52.38514,4.917,52.34936,119577.23860185378,488713.9520762635,122962.22593107384,484709.6471351688,23,weekday
53432,4.87699,52.37508,4.92329,52.34329,120256.28566887378,487589.760757128,123386.47406620112,484031.52108298533,23,weekday
53438,4.8891800000000005,52.38916,4.9016,52.37312,121097.13679540588,489150.57297628326,121930.65669123616,487360.1710678742,23,weekday
55979,4.93404,52.36376,4.908440000000001,52.3571,124133.2674441574,486304.439143255,122384.67707790989,485574.6386346049,23,weekday
55975,4.844519999999999,52.37547,4.9545900000000005,52.30596,118045.5513843633,487649.2155183194,125494.61613571274,479864.9049933692,23,weekday
55973,4.853330000000001,52.37064,4.9097800000000005,52.346790000000006,118641.50753991713,487107.36027360026,122468.40648834896,484426.9178625456,23,weekday
56003,4.91144,52.36864,4.90324,52.351459999999996,122597.47536714032,486857.2676276957,122026.24604518249,484949.46951291506,23,weekday
55983,4.83654,52.361959999999996,4.86102,52.30344,117490.73358632767,486150.1578975651,119110.93974728277,479626.721554675,23,weekday
55989,4.89055,52.37229,4.833019999999999,52.35921,121177.534034799,487272.92227227736,117248.62747808936,485846.0141021583,23,weekday
55984,4.90041,52.3523,4.86151,52.34514,121834.06042520725,485044.22131837625,119178.0050743767,484266.0942881221,23,weekday
55980,4.93144,52.36388,4.86113,52.36399,123956.25720089891,486318.9011653874,119167.33421670445,486363.5786900325,23,weekday
55995,4.8800099999999995,52.36631,4.8600699999999994,52.37495,120455.10519229245,486612.5413778581,119104.00482779602,487583.54293216125,23,weekday
55986,4.92665,52.366640000000004,5.00301,52.352909999999994,123631.94752333849,486628.04983180726,128824.64285113584,485070.09422476846,23,weekday
55999,4.9059099999999995,52.37272,4.88246,52.32739,122223.86633769923,487313.7078698756,120591.8176747118,482281.04347381595,23,weekday
55993,4.94535,52.35751,5.00614,52.35322,124899.38828766052,485604.2879360309,129038.07134826804,485103.4602464233,23,weekday
56008,4.89208,52.375840000000004,4.95055,52.34045,121284.42540237197,487667.1932846313,125242.19260533853,483703.99560968624,23,weekday
55998,4.8888300000000005,52.356629999999996,4.849480000000001,52.384890000000006,121048.42084157032,485531.3502003422,118391.07882828853,488694.7942903686,23,weekday
55991,4.90865,52.346540000000005,4.94088,52.341229999999996,122391.22564711624,484399.60995827446,124583.72610122977,483794.7940296908,23,weekday
56002,4.87412,52.36423,4.88954,52.345859999999995,120052.30481347401,486383.9386126283,121088.56122861622,484332.720110731,23,weekday
55990,4.9097800000000005,52.346790000000006,4.91432,52.36862,122468.40648834896,484426.9178625456,122793.6049085622,486853.7586595314,23,weekday
55992,4.92818,52.35498,4.87359,52.37453,123727.93763869602,485330.0616528239,120024.32720057548,487530.20159011276,23,weekday
56009,4.90875,52.35431,4.8429,52.36535,122403.74614851392,485264.0759850558,117926.78091665958,486524.0650853753,23,weekday
58672,4.9137900000000005,52.40585,4.85511,52.37102,122784.57072907082,490996.3359685915,118763.03995041293,487148.74858338904,23,weekday
58655,4.88746,52.3558,4.898630000000001,52.36916,120954.45434341404,485439.6448276951,121725.43340312914,486920.9286825467,23,weekday
58644,4.87458,52.37339,4.87135,52.378809999999994,120090.84537671003,487402.88448953285,119875.1811736566,488007.49061489373,23,weekday
58661,4.9252199999999995,52.36058,4.88565,52.34448,123530.25427260951,485954.41539331217,120822.43246180055,484181.0050190661,23,weekday
58666,4.88772,52.36156,4.989730000000001,52.35836,120976.58349019362,486080.39593641466,127923.20073688362,485681.35755898757,23,weekday
58668,4.82726,52.35432,4.94371,52.39768,116852.0547093731,485304.9578548993,124815.01785314972,490074.4261173009,23,weekday
58646,4.86529,52.36608,4.84162,52.37937,119452.35680045997,486594.0690625843,117851.34349189603,488084.623104291,23,weekday
58688,4.84039,52.37645,4.9599400000000005,52.30642,117765.14278128755,487760.367053449,125859.79841401424,479913.9219663396,23,weekday
58658,4.88443,52.35474,4.88467,52.367509999999996,120747.21694864728,485323.1340370617,120773.41902046656,486743.8458497696,23,weekday
58679,4.91263,52.359190000000005,4.872240000000001,52.32543,122671.63625293759,485805.30085594207,119893.58384975002,482067.87008912524,23,weekday
58675,4.89963,52.35695,4.89175,52.40488,121784.39888626704,485561.9500929441,121284.04642702351,490898.4375717545,23,weekday
58706,4.8714,52.36643,4.88168,52.37688,119868.78182502872,486630.0316938701,120577.05078765485,487787.7961055778,23,weekday
58687,4.8788599999999995,52.35487,5.00537,52.35295,120367.85221000398,485340.2450207559,128985.45330140564,485073.6951949188,23,weekday
58676,4.88392,52.36115,4.90294,52.37535,120717.42466291081,486036.5688544,122023.56684067775,487607.67733306676,23,weekday
58686,4.9245,52.361979999999996,5.00282,52.35246,123482.20373272014,486110.49649221415,128811.43263787898,485020.09435138135,23,weekday
58678,4.95615,52.3209,4.91899,52.34973,125610.89372733393,481526.5284381078,123098.08091154342,484749.93664222857,23,weekday
58680,4.8203,52.37702,4.8913199999999994,52.376000000000005,116397.64661172405,487834.29888993927,121232.7954521477,487685.3492314826,23,weekday
58656,4.8807,52.35496,4.86495,52.37144,120493.2750865643,485349.3810637268,119433.49725449596,487190.60428866453,23,weekday
58684,4.85605,52.38388,4.86576,52.368959999999994,118837.54298393274,488579.1197291584,119486.67373159573,486914.27533034113,23,weekday
58692,4.88509,52.38022,4.898619999999999,52.35471,120811.82206493217,488157.8006981063,121713.9141439978,485313.1849214499,23,weekday
58669,4.8914,52.35175,4.9319999999999995,52.37206,121219.78516857862,484987.18777997285,124000.11679288142,487228.79468025337,23,weekday
58683,4.86992,52.32584,4.83142,52.35458,119735.7509247266,482114.6134716133,117135.68559499118,485331.7045942636,23,weekday
58691,4.883780000000001,52.36535,4.9449,52.35758,120711.13424197206,486503.9387692171,124868.78055337688,485612.2633233283,23,weekday
58693,4.898630000000001,52.36916,4.87575,52.324659999999994,121725.43340312914,486920.9286825467,120132.26227380778,481980.5044688499,23,weekday
58715,4.88467,52.367509999999996,4.95925,52.318740000000005,120773.41902046656,486743.8458497696,125820.83025074542,481284.94967393833,23,weekday
58710,4.93869,52.36903,4.8659,52.3823,124453.62226906858,486888.82627372374,119506.8853888239,488398.4541481735,23,weekday
58689,4.87301,52.37162,4.8608199999999995,52.3721,119982.53404749691,487206.70656737336,119152.77329895299,487266.07261564705,23,weekday
58694,4.8928,52.35775,4.93314,52.36365,121319.72285317432,485654.11218941066,124071.8889266727,486292.58386359725,23,weekday
58717,4.88928,52.371179999999995,4.87263,52.3818,121090.19866637595,487150.0137890699,119964.69837171136,488339.54759144835,23,weekday
58699,4.88259,52.3608,4.92655,52.3666,120626.55799124308,485998.25683757063,123625.10836545972,486623.6425900208,23,weekday
58704,4.90294,52.37535,4.8198300000000005,52.37797,122023.56684067775,487607.67733306676,116366.47082824555,487940.2488230934,23,weekday
58698,4.89009,52.38767,4.8882699999999994,52.36112,121157.94679618248,488984.36515237734,121013.71046322989,486031.1822693322,23,weekday
64360,4.89498,52.3802,4.95064,52.34049,121485.19421743177,488150.95560462086,125248.35281975279,483708.4091780079,23,weekday
64352,4.85738,52.38261,4.87101,52.38089,118927.05878368035,488437.15279658494,119853.67915210238,488239.0826278386,23,weekday
64355,4.91694,52.33328,4.85467,52.34041,122946.53108241184,482920.5720992105,118708.05134316208,483743.2268937734,23,weekday
64364,4.89278,52.35772,4.91982,52.41338,121318.33763907317,485650.7836015812,123200.30734896254,491831.49067339965,23,weekday
64363,4.90689,52.37273,4.92945,52.39747,122290.6110087857,487314.3777438077,123844.31933917633,490057.0963594333,23,weekday
64361,4.86986,52.37019,4.840669999999999,52.368120000000005,119766.88068474988,487049.12740060705,117777.21916987703,486833.4053550599,23,weekday
64358,4.87739,52.37578,4.89281,52.35773,120284.0717873221,487667.4531693594,121320.38889630878,485651.8822880734,23,weekday
64356,4.88756,52.35461,4.82824,52.3581,120960.35413429013,485307.195329784,116922.06293595169,485725.0135653057,23,weekday
64367,4.88855,52.38394,4.846,52.349940000000004,121050.25353708913,488570.0732624046,118125.11977438431,484807.9307845114,23,weekday
64368,4.89462,52.34981,4.83655,52.35518,121437.70146386935,484769.84256829164,117485.6832771177,485395.79427049006,23,weekday
64366,4.95627,52.31707,4.98946,52.35669,125616.54235990948,481100.3451567947,127903.78830148255,485495.6486406715,23,weekday
66824,4.82728,52.35386,4.83239,52.35014,116853.02185638185,485253.76674738596,117197.98703302935,484837.19440050225,23,weekday
66826,4.94152,52.36173,4.88549,52.38774,124641.36512485321,486075.41566817195,120844.85002281121,488994.311796384,23,weekday
66838,4.88984,52.34643,4.87458,52.37341,121109.43853098124,484395.9993956607,120090.86111730579,487405.1097483435,23,weekday
66831,4.9284300000000005,52.39783,4.91863,52.35176,123775.15034786586,490097.5904030659,123075.01254736062,484975.9585373702,23,weekday
66833,4.92736,52.355090000000004,4.93543,52.364259999999994,123672.15145953503,485342.6546709013,124228.29150619755,486359.47967096104,23,weekday
66843,4.887580000000001,52.37989,4.83324,52.35926,120981.10723167835,488119.9120550571,117263.65633082725,485851.46264591627,23,weekday
66840,4.87361,52.378890000000006,4.83942,52.38701,120029.12715209537,488015.2986522149,117707.97411052388,488935.8016153382,23,weekday
66837,4.89423,52.35187,4.88636,52.38043,121412.68791180101,484999.2241434224,120898.45489296167,488180.56757855834,23,weekday
66848,4.9026,52.37235,4.9074,52.34641,121998.18246589402,487274.0426230448,122305.95553757518,484385.7088877687,23,weekday
66841,4.93996,52.376979999999996,4.96939,52.372479999999996,124545.574341417,487772.8357756167,126546.66313997807,487260.18945593055,23,weekday
68927,4.931719999999999,52.37506,4.8476099999999995,52.374829999999996,123983.14650533955,487562.7045454782,118255.43403826148,487576.43612490065,23,weekday
68921,4.91107,52.34774,4.9458,52.37729,122557.00026517388,484532.03918637073,124943.4469151592,487804.88941689354,23,weekday
68922,4.87127,52.36658,4.93567,52.374309999999994,119860.04649438185,486646.78413222387,124251.60502289966,487477.57381338143,23,weekday
68934,4.95782,52.31824,4.9421800000000005,52.365629999999996,125722.99997273835,481229.8949957313,124688.98622751862,486509.0659174097,23,weekday
68935,4.91414,52.35032,4.91771,52.33915,122768.05638046325,484817.72727442114,123003.24414561874,483573.3423647481,23,weekday
68929,4.88532,52.353809999999996,4.908930000000001,52.34932,120807.13329696043,485219.2396022884,122412.3456285773,484708.79412801267,23,weekday
68937,4.93584,52.35601,4.905390000000001,52.37399,124250.5013060496,485441.3852635983,122189.39414625248,487455.24739080435,23,weekday
68926,4.9298,52.3533,4.98842,52.35902,123837.12319006432,485142.4422688622,127834.3653627407,485755.2815455081,23,weekday
68933,4.90935,52.35523,4.92117,52.37202,122445.29754032983,485366.16808162635,123262.56103174834,487229.03163888416,23,weekday
68955,4.92357,52.37341,4.884180000000001,52.32663,123426.99143978319,487382.63930932013,120708.48123876704,482195.66938276566,23,weekday
68948,4.86755,52.36071,4.93692,52.36907,119601.99978591275,485995.4824652351,124333.10392423563,486894.0242724087,23,weekday
68954,4.905390000000001,52.37399,4.88646,52.35402,122189.39414625248,487455.24739080435,120884.96090326637,485242.0675638731,23,weekday
68946,4.88451,52.36600000000001,4.96161,52.31754,120761.35653782696,486575.91449566936,125980.95695286414,481150.4877043707,23,weekday
68942,4.83119,52.364090000000004,4.88891,52.35058,117128.13402022247,486389.92907474557,121049.24301163883,484858.17396873713,23,weekday
68930,4.8751,52.378479999999996,4.870419999999999,52.37472,120130.25838210058,487968.96281185583,119808.61252998862,487552.87617878173,23,weekday
68952,4.92039,52.34891,4.86528,52.36078,123192.88183945195,484658.0859548756,119447.42904564549,486004.381947043,23,weekday
68970,4.85848,52.32739,4.89123,52.40713,118957.13162160858,482292.6957018512,121250.37419264988,491149.0232395005,23,weekday
68965,4.8729,52.36226,4.8931,52.35058,119967.65254137828,486165.3400789688,121334.72117898586,484856.21963741106,23,weekday
71140,4.86763,52.361309999999996,4.98522,52.36469,119607.92777073418,486062.2009615159,127619.87803270703,486387.3493008692,23,weekday
71132,4.91095,52.34776,4.94549,52.377179999999996,122548.838366415,484534.31815544056,124922.2636664754,487792.7790396105,23,weekday
71151,4.8680699999999995,52.36188,4.92505,52.358740000000004,119638.353356556,486125.4058863471,123517.36882313245,485749.7653040388,23,weekday
71154,4.922,52.34998,4.91064,52.36163,123303.34472391452,484776.43183427805,122537.86234831765,486077.6718314809,23,weekday
71141,4.899859999999999,52.36534,4.88858,52.3524,121806.34418698555,486495.34005187725,121028.15210355449,485060.8264423357,23,weekday
71152,4.89688,52.34666,4.8648,52.34389,121589.31440241405,484418.3214984174,119401.18804666362,484125.39566777897,23,weekday
71158,4.87999,52.3664,4.88817,52.40461,120453.81309357926,486622.56456508645,121040.22118760305,490870.06825226033,23,weekday
71155,4.92821,52.365120000000005,5.00284,52.352740000000004,123737.12607591797,486458.2558074126,128812.96044306166,485051.2408578166,23,weekday
71159,4.87374,52.391870000000004,4.94953,52.355109999999996,120048.21205468744,489459.43233347527,125182.52922208473,485335.5288714004,23,weekday
71166,4.88015,52.36642,4.86006,52.37487,120464.72608162943,486624.7135670398,119103.25912429125,487574.6468564497,23,weekday
71161,4.8857800000000005,52.3749,4.8742,52.33444,120854.70694913842,487565.55560992955,120034.29472253822,483069.3931222288,23,weekday
71157,4.887230000000001,52.349740000000004,4.8364199999999995,52.35515,120934.13455295606,484765.50168992137,117476.80154536819,485392.5236988314,23,weekday
71164,4.92685,52.3382,4.886769999999999,52.334990000000005,123625.47212861106,483463.64787298953,120891.46259271761,483124.5984561555,23,weekday
71162,4.8775699999999995,52.3755,4.8596699999999995,52.3637,120296.10970289519,487636.2133136307,119067.6551331531,486332.03538062895,23,weekday
73499,4.87095,52.37174,4.87747,52.37573,119842.34147694343,487221.0554744055,120289.48021334625,487661.85169842653,23,weekday
73521,4.88474,52.37368,4.91445,52.36862,120782.94612945803,487430.30521935096,122802.45863836694,486853.70089838747,23,weekday
73530,4.88697,52.38147,4.87876,52.32573,120940.78694203691,488295.9944358958,120338.29782334712,482098.1112537873,23,weekday
73534,4.91385,52.354079999999996,4.93799,52.3638,122751.02966304339,485236.20422235364,124402.34204225827,486307.2148080425,23,weekday
73518,4.85815,52.344609999999996,4.8350800000000005,52.37937,118948.61948059728,484208.791169594,117406.04305706691,488087.9958194122,23,weekday
73522,4.87239,52.36417,4.92659,52.366609999999994,119934.42333614989,486378.09846411995,123627.83978736191,486624.73790661537,23,weekday
73552,4.89194,52.343140000000005,5.00226,52.3493,121250.03054906218,484028.96620523796,128771.41232921774,484668.7048286461,23,weekday
73512,4.940230000000001,52.35382,4.93612,52.37777,124548.06780217757,485195.8659888428,124284.64481019814,487862.354489036,23,weekday
73537,4.89751,52.36772,4.92983,52.3978,121648.07354946708,486761.2247709562,123870.41441650932,490093.65012638655,23,weekday
73535,4.889390000000001,52.3823,4.85086,52.36867,121106.18888262453,488387.20829779917,118471.67286817843,486889.4148648316,23,weekday
73533,4.92074,52.37063,4.93942,52.36585,123232.28243434308,487074.5641410565,124501.1529863863,486534.7016615629,23,weekday
73531,4.940119999999999,52.310179999999995,4.8646,52.37361,124510.62896788289,480340.4171952936,119411.40298795937,487432.21648633695,23,weekday
73526,4.92208,52.35567,4.86771,52.37554,123312.85799492449,485409.4823255562,119624.72628060046,487645.43120386027,23,weekday
73514,4.83582,52.35933,4.84361,52.36461,117439.46419437413,485857.91079925373,117974.52167218638,486441.36787068995,23,weekday
73536,4.8955400000000004,52.36465,4.83471,52.37283,121511.58568041208,486420.55595367117,117375.30248751196,487360.5298614778,23,weekday
73543,4.88,52.3664,4.94618,52.34385,120454.4941822821,486622.55979846994,124946.68294835514,484084.0918334557,23,weekday
73541,4.8958699999999995,52.3626,4.87626,52.35823,121532.51624138729,486192.31462198927,120193.35858152685,485715.33277370845,23,weekday
73539,4.84818,52.37539,4.8598099999999995,52.36195,118294.71207534752,487638.45441861416,119075.77404809088,486137.2564480296,23,weekday
73545,4.92659,52.366609999999994,5.00281,52.35241,123627.83978736191,486624.73790661537,128810.72182970877,485014.5347979894,23,weekday
73547,4.931690000000001,52.4054,4.89593,52.3674,124002.32350807649,490938.4590439736,121540.22327056169,486726.3488890202,23,weekday
73551,4.87174,52.373870000000004,4.86104,52.3653,119897.82663081083,487457.6625087394,119162.26227868034,486509.3772490694,23,weekday
73569,4.87167,52.3854,4.920780000000001,52.35067,119902.18619546707,488740.55949040817,123220.71492977417,484853.7373280702,23,weekday
73570,4.93042,52.36368,4.85693,52.382870000000004,123886.64173392816,486297.0859116282,118896.63273268071,488466.30528306414,23,weekday
73538,4.8903099999999995,52.356840000000005,4.9038,52.34983,121149.40442379046,485554.02312042314,122063.19040077896,484767.85679152387,23,weekday
73565,4.89156,52.35105,4.87188,52.373329999999996,121230.15361108165,484909.22942150454,119906.933025367,487397.5127276649,23,weekday
73560,4.94379,52.39774,4.87706,52.38223,124820.50359254426,490081.0686346905,120266.65259121213,488385.2582081185,23,weekday
73572,4.88969,52.38238,4.88439,52.335390000000004,121126.67534069787,488395.9690869441,120729.55733231752,483170.22583640675,23,weekday
73550,4.91608,52.35965,4.8785,52.32519,122906.98326476244,485854.94858628605,120320.15167785037,482038.15416828205,23,weekday
73563,4.8926,52.35627,4.84997,52.36159,121304.97469430446,485489.5363379918,118405.21977169179,486102.1248784805,23,weekday
78784,4.8815800000000005,52.39042,4.87398,52.38541,120580.75308155525,489294.3476825769,120059.45808197046,488740.55579891393,23,weekday
78783,4.88085,52.391220000000004,4.87611,52.38545,120531.68252851965,489383.7053831426,120204.49912929321,488743.981434681,23,weekday
78782,4.88317,52.39018,4.87711,52.38547,120688.80180298946,489266.89042091847,120272.59439072604,488745.72699990077,23,weekday
78789,4.8307199999999995,52.37508,4.956169999999999,52.320859999999996,117105.51078931053,487612.9497360358,125612.23084922784,481522.0698371053,23,weekday
78781,4.88575,52.39017,4.87387,52.38539,120864.42081350752,489264.5592870934,120051.95355716559,488738.383579321,23,weekday
78798,4.87737,52.37507,4.8985199999999995,52.35399,120282.15414153048,487588.4660151055,121706.5613359233,485233.12171175325,23,weekday
78794,4.82193,52.37839,4.855,52.36442,116509.82606191986,487985.8616383273,118750.1561173287,486414.4700273863,23,weekday
78803,4.90065,52.3731,4.9379599999999995,52.3637,121865.94803846139,487358.37971700524,124400.22968434921,486296.10115566384,23,weekday
78791,4.82083,52.38162,4.85306,52.36554,116437.73574313393,488345.82485947333,118618.9376835713,486540.0562294867,23,weekday
78787,4.90439,52.373509999999996,5.002,52.35455,122120.94102084292,487402.29427383695,128756.80113116227,485252.9313002512,23,weekday
78795,4.83955,52.34648,4.8806199999999995,52.38299,117682.74691669713,484426.2649162982,120509.62473115814,488468.11788039916,23,weekday
78790,4.82187,52.378479999999996,4.85237,52.370470000000005,116505.81877260047,487995.9071457972,118575.98980769077,487088.9276744976,23,weekday
78797,4.8403,52.39063,4.92804,52.41084,117770.92184962062,489338.12123279064,123757.77970195051,491545.30357995105,23,weekday
78792,4.83336,52.38122,4.85625,52.36442,117290.50363597038,488294.7256349736,118835.29586249182,486413.8455437646,23,weekday
78804,4.89495,52.38019,4.947080000000001,52.35674,121483.14402729081,488149.8568467914,125016.7205261456,485517.89832987555,23,weekday
78806,4.85463,52.3642,4.9223300000000005,52.34597,118724.77487845143,486390.1773882959,123322.96762174998,484330.1240790244,23,weekday
78801,4.90718,52.37205,4.92937,52.3974,122309.85866590703,487238.58794956264,123838.82521973991,490049.34228743636,23,weekday
78808,4.85277,52.37055,4.92248,52.41337,118603.2964444744,487097.6277265928,123381.27834529706,491829.21388867765,23,weekday
78807,4.8795,52.3853,4.8366,52.34955,120435.1720518232,488725.6695734436,117484.33089688735,484769.36236941634,23,weekday
78809,4.84671,52.383379999999995,4.91441,52.36862,118201.24319689043,488528.1902233937,122799.73441380399,486853.71866935666,23,weekday
78813,4.90563,52.34537,4.9004199999999996,52.37153,122184.57952370208,484270.79564511345,121849.11202109462,487183.8018180414,23,weekday
80555,4.9375,52.34948,4.98856,52.35893,124359.08127914793,484714.1354190685,127843.84718102092,485745.21538115654,23,weekday
80550,4.9112,52.34492,4.945869999999999,52.37726,122563.79772568433,484218.22046356625,124948.19305835312,487801.5224822588,23,weekday
80563,4.8739300000000005,52.36973,4.91943,52.4131,120043.69746037238,486995.975599743,123173.57182582826,491800.5079447989,23,weekday
80551,4.89879,52.36094,4.94661,52.352909999999994,121730.16676475146,486006.2739289333,124982.11194862385,485091.9554351905,23,weekday
80566,4.875,52.385979999999996,4.92213,52.34597,120129.34760152623,488803.484509569,123309.33953592982,484330.2114986046,23,weekday
80565,4.88123,52.384009999999996,4.89104,52.40398,120551.94801131189,488581.3162098309,121235.0453310391,490798.63079738396,23,weekday
80562,4.8369,52.38778,4.86092,52.30348,117537.07066493432,489022.7739665099,119104.15150698811,479631.22151040536,23,weekday
80560,4.92746,52.35646,4.86064,52.37495,123679.93095452733,485495.0416642819,119142.8193467744,487583.26074914436,23,weekday
80567,4.88439,52.353629999999995,4.87242,52.376999999999995,120743.63511200683,485199.65147234575,119946.60665813248,487805.58645410836,23,weekday
82737,4.82428,52.37972,4.87216,52.37403,116670.98752233895,488132.59538568923,119926.55404227026,487475.26122795744,23,weekday
82741,4.90169,52.3534,4.89331,52.350559999999994,121922.08743224223,485166.02534674143,121349.01399316516,484853.8968706531,23,weekday
82763,4.89275,52.36286,4.959280000000001,52.31875,121320.19551382269,486222.68824327807,125822.88228932598,481286.0502238681,23,weekday
82735,4.87585,52.383829999999996,4.88261,52.36077,120185.5265065366,488563.85991903837,120627.89710201009,485994.9094709426,23,weekday
82738,4.8877,52.36858,4.872809999999999,52.345909999999996,120980.60434921995,486861.4705451533,119948.61153116694,484346.2417915582,23,weekday
82760,4.8297,52.356429999999996,4.91819,52.34905,117020.09084955975,485538.4395937174,123043.08364488471,484674.63038754865,23,weekday
82755,4.829,52.375009999999996,4.87217,52.369,116988.3268844743,487606.06215271656,119923.25768855202,486915.60410320025,23,weekday
82752,4.82998,52.35623,4.85733,52.36463,117038.99446748744,485516.0404625474,118909.02743747557,486436.67232041276,23,weekday
82759,4.9005,52.37079,4.92981,52.3976,121854.00717221807,487101.4305464209,123868.91273390019,490071.4059404371,23,weekday
82753,4.82855,52.35588,4.93607,52.377790000000005,116941.27663365265,485477.8486406652,124281.2540798767,487864.60095095786,23,weekday
82764,4.88251,52.32744,4.88339,52.38105,120595.26484393791,482286.582842274,120696.7150712517,488250.95249480265,23,weekday
82756,4.94353,52.338429999999995,4.91086,52.36185,124762.41100761961,483482.14990682644,122553.00881689873,486102.05116708245,23,weekday
82750,4.90078,52.37308,4.96549,52.37453,121874.78593029329,487356.0950269444,126282.40072020929,487489.818010871,23,weekday
